user_id,age,gender,location,preferred_language,device_type,payment_method,auto_renew,plan_changes,subscription_start_date,subscription_end_date,months_using,total_revenue_inr,completion_rate,peak_hour_streaming,avg_genre_diversity,most_watched_genre
user_1352,51,Male,East Brett,Bengali,Mobile,Debit Card,True,0,2022-11-22,2024-01-16,14,14912.52,0.88,Afternoon,3,Action
user_1353,47,Male,Brownton,Marathi,Tablet,Net Banking,True,0,2022-10-13,2023-10-08,12,12782.16,1.0,Evening,4,Romance
user_1354,57,Male,Jessicabury,Marathi,Mobile,Debit Card,True,0,2023-02-16,2024-11-07,21,22368.78,0.5,Evening,2,Thriller
user_1355,48,Male,East Ryan,Hindi,Laptop,Wallet,True,0,2023-05-14,2023-09-11,4,4260.72,0.93,Evening,4,Romance
user_1356,24,Male,Millerfurt,Marathi,Laptop,Credit Card,False,0,2023-10-20,2024-05-17,7,7456.26,0.44,Night,1,Action
user_1357,53,Male,Port Matthewchester,Spanish,Mobile,Wallet,True,0,2023-12-22,2026-03-11,27,28759.86,0.42,Evening,1,Action
user_1358,51,Female,Jamesfurt,Spanish,Smart TV,Credit Card,True,0,2023-03-27,2024-04-20,13,13847.34,0.48,Afternoon,1,Thriller
user_1359,61,Female,Bartonbury,Hindi,Desktop,Debit Card,True,0,2022-05-28,2023-07-22,14,14912.52,0.75,Evening,3,Horror
user_1360,25,Male,Jamesstad,Marathi,Desktop,Wallet,True,0,2022-07-27,2024-02-17,19,20238.42,0.82,Evening,3,Comedy
user_1361,49,Male,New Jeremymouth,Bengali,Mobile,Wallet,True,0,2022-07-30,2024-09-17,26,27694.68,0.83,Afternoon,3,Drama
user_1362,30,Male,Garciabury,Bengali,Desktop,Debit Card,True,0,2022-10-21,2023-02-18,4,4260.72,0.44,Afternoon,3,Comedy
user_1363,30,Female,Hernandezport,Tamil,Laptop,Net Banking,True,0,2022-09-10,2025-01-27,29,30890.22,0.51,Afternoon,1,Drama
user_1364,54,Male,East Coreybury,Telugu,Smart TV,UPI,True,0,2024-03-10,2024-11-05,8,8521.44,0.86,Evening,4,Action
user_1365,53,Male,Kennethview,Tamil,Desktop,Wallet,True,0,2023-04-20,2025-07-08,27,28759.86,0.66,Evening,2,Action
user_1366,44,Female,East Jacob,Hindi,Smart TV,Debit Card,False,0,2022-11-21,2024-03-15,16,17042.88,0.54,Afternoon,3,Action
user_1367,27,Female,South Monicaville,Bengali,Desktop,UPI,True,0,2023-08-11,2025-02-01,18,19173.24,0.41,Morning,4,Romance
user_1368,61,Female,South Daniel,Bengali,Desktop,Wallet,True,0,2023-06-15,2025-08-03,26,27694.68,0.57,Night,1,Horror
user_1369,66,Female,Oliviamouth,Bengali,Smart TV,Debit Card,True,0,2023-06-28,2026-02-12,32,34085.76,0.52,Afternoon,3,Romance
user_1370,22,Female,North Phillip,Tamil,Smart TV,Net Banking,False,1,2023-06-18,2023-10-16,4,3834.65,0.47,Night,3,Horror
user_1371,30,Male,Danielleville,Spanish,Laptop,Debit Card,True,0,2022-06-04,2023-03-31,10,10651.8,0.74,Evening,2,Comedy
user_1372,29,Male,New Maria,Telugu,Mobile,UPI,True,0,2023-10-30,2023-12-29,2,2130.36,0.63,Evening,3,Thriller
user_1373,33,Male,East Patrick,Hindi,Mobile,Wallet,True,0,2024-02-05,2026-05-25,28,29825.04,0.84,Night,1,Romance
user_1374,35,Female,Hutchinsonbury,Telugu,Smart TV,UPI,True,0,2024-03-06,2025-05-30,15,15977.7,0.55,Evening,3,Thriller
user_1375,61,Male,Lake Nicholasbury,Spanish,Tablet,Wallet,True,0,2024-04-30,2024-06-29,2,2130.36,0.58,Afternoon,1,Sci-Fi
user_1376,22,Male,South Jeremyview,Hindi,Desktop,Debit Card,True,0,2024-01-27,2024-04-26,3,3195.54,0.81,Night,1,Thriller
user_1377,34,Female,Nathanton,Marathi,Mobile,Debit Card,False,0,2024-04-05,2025-03-01,11,11716.98,0.68,Afternoon,4,Comedy
user_1378,41,Male,Port Leslie,English,Laptop,UPI,True,1,2024-01-14,2026-09-30,33,31635.85,0.58,Afternoon,4,Comedy
user_1379,35,Male,Lucasport,Tamil,Mobile,UPI,True,0,2023-01-22,2024-04-16,15,15977.7,0.49,Night,2,Thriller
user_1380,53,Female,Cooperview,Marathi,Mobile,Debit Card,True,1,2023-08-31,2025-04-22,20,19173.24,0.43,Night,3,Drama
user_1381,59,Male,Sabrinashire,Spanish,Smart TV,Credit Card,True,0,2022-10-23,2023-11-17,13,13847.34,0.74,Evening,1,Action
user_1382,57,Male,Wellsbury,Bengali,Tablet,Net Banking,True,0,2024-02-25,2025-08-18,18,19173.24,0.56,Evening,3,Action
user_1383,21,Female,New Loganshire,Spanish,Desktop,Debit Card,True,0,2023-09-05,2025-01-27,17,18108.06,0.47,Night,4,Thriller
user_1384,19,Female,Ericachester,Hindi,Smart TV,UPI,True,0,2022-08-28,2023-09-22,13,13847.34,0.89,Evening,1,Action
user_1385,28,Female,Lake Louis,Spanish,Smart TV,Credit Card,True,0,2022-10-18,2023-04-16,6,6391.08,0.48,Evening,1,Horror
user_1386,56,Male,Morrisontown,Marathi,Smart TV,Net Banking,True,0,2023-01-16,2025-05-05,28,29825.04,0.7,Evening,3,Thriller
user_1387,57,Female,Jameschester,Bengali,Smart TV,Wallet,True,0,2023-05-26,2025-10-12,29,30890.22,0.63,Evening,1,Action
user_1388,18,Male,Alanhaven,Bengali,Desktop,Net Banking,True,0,2022-11-26,2023-03-26,4,4260.72,0.99,Afternoon,2,Thriller
user_1389,36,Male,East Austin,Spanish,Desktop,Debit Card,True,1,2022-10-24,2022-12-23,2,1917.32,0.74,Evening,3,Romance
user_1390,42,Female,North Ashleyview,Telugu,Smart TV,Net Banking,True,0,2022-07-29,2023-07-24,12,12782.16,0.42,Evening,1,Action
user_1391,50,Male,Howardhaven,Spanish,Desktop,Credit Card,True,0,2023-06-12,2025-04-02,22,23433.96,0.78,Night,4,Romance
user_1392,20,Other,Lake Brendaport,Marathi,Smart TV,Wallet,False,0,2023-04-17,2024-06-10,14,14912.52,0.55,Evening,1,Horror
user_1393,41,Female,Port Meganport,Marathi,Smart TV,Debit Card,True,0,2023-02-18,2024-03-14,13,13847.34,0.53,Afternoon,1,Action
user_1394,67,Male,Westmouth,Hindi,Laptop,Wallet,True,1,2022-09-25,2024-09-14,24,23007.89,0.76,Night,2,Action
user_1395,67,Female,New Jason,Marathi,Desktop,Net Banking,True,0,2024-01-09,2024-11-04,10,10651.8,0.95,Evening,2,Action
user_1396,19,Female,Tinafurt,Telugu,Tablet,Credit Card,True,0,2022-10-10,2023-04-08,6,6391.08,0.66,Evening,2,Romance
user_1397,28,Female,North Kristinaland,Marathi,Tablet,UPI,True,0,2023-11-18,2026-02-05,27,28759.86,0.76,Evening,4,Drama
user_1398,25,Male,Smithland,Bengali,Smart TV,Debit Card,True,0,2023-11-07,2025-09-27,23,24499.14,0.55,Evening,2,Comedy
user_1399,62,Female,South Ashley,Tamil,Tablet,Wallet,True,0,2022-11-08,2023-11-03,12,12782.16,0.75,Morning,3,Romance
user_1400,26,Male,Nicoleborough,Hindi,Laptop,Net Banking,False,2,2023-05-31,2025-01-20,20,19173.24,0.8,Evening,2,Thriller
user_1401,43,Male,Amyburgh,English,Smart TV,UPI,True,0,2023-10-13,2025-06-04,20,21303.6,0.68,Evening,3,Drama
user_1402,50,Male,Gregorymouth,Marathi,Mobile,UPI,False,2,2022-05-26,2025-04-10,35,33553.17,0.53,Evening,1,Action
user_1403,28,Male,East John,Tamil,Laptop,Net Banking,True,0,2023-10-12,2024-01-10,3,3195.54,0.91,Night,2,Comedy
user_1404,57,Female,Lorifurt,Marathi,Tablet,Debit Card,True,1,2023-02-05,2023-12-02,10,9586.62,0.43,Morning,1,Action
user_1405,34,Female,East Jessicashire,Marathi,Tablet,Net Banking,True,0,2023-06-01,2025-11-17,30,31955.4,0.59,Afternoon,1,Comedy
user_1406,45,Male,New Julie,Spanish,Smart TV,Debit Card,True,0,2024-05-14,2025-03-10,10,10651.8,0.67,Evening,2,Action
user_1407,43,Male,Cooperton,Tamil,Tablet,Wallet,True,0,2023-08-16,2024-06-11,10,10651.8,1.0,Afternoon,1,Drama
user_1408,29,Male,West Dustin,Spanish,Laptop,UPI,True,0,2023-07-22,2026-06-06,35,37281.3,0.88,Evening,3,Action
user_1409,28,Female,North Steve,Telugu,Laptop,Credit Card,True,0,2023-03-30,2024-11-19,20,21303.6,0.48,Night,2,Thriller
user_1410,29,Female,Whitehaven,Tamil,Smart TV,Credit Card,True,0,2024-04-10,2025-08-03,16,17042.88,0.42,Evening,3,Thriller
user_1411,55,Female,Jasonton,Bengali,Tablet,Debit Card,True,0,2023-10-31,2026-02-17,28,29825.04,0.94,Evening,3,Sci-Fi
user_1412,54,Male,Lake Rachaelstad,Marathi,Tablet,Net Banking,False,1,2023-01-03,2024-07-26,19,18214.58,0.58,Night,1,Drama
user_1413,38,Female,Port Steven,Tamil,Tablet,UPI,True,0,2023-02-27,2023-03-29,1,1065.18,0.55,Morning,2,Drama
user_1414,56,Male,Freemanfort,Bengali,Smart TV,Debit Card,True,0,2023-05-24,2024-03-19,10,10651.8,0.68,Morning,3,Action
user_1415,62,Male,North Ashley,Spanish,Laptop,Net Banking,True,0,2024-01-06,2026-08-23,32,34085.76,0.67,Afternoon,2,Horror
user_1416,44,Female,South Antoniomouth,Telugu,Smart TV,Net Banking,True,0,2023-03-19,2025-02-06,23,24499.14,0.79,Evening,4,Drama
user_1417,62,Male,Sandrahaven,Tamil,Smart TV,Credit Card,True,0,2023-11-18,2026-07-05,32,34085.76,0.56,Night,1,Comedy
user_1418,21,Female,West David,Telugu,Smart TV,UPI,False,0,2022-12-07,2025-07-24,32,34085.76,0.5,Night,1,Romance
user_1419,25,Female,Port Sherrymouth,Telugu,Smart TV,Wallet,True,0,2024-04-28,2024-10-25,6,6391.08,0.9,Evening,1,Drama
user_1420,46,Male,Coreystad,Hindi,Desktop,Wallet,True,0,2022-06-28,2024-11-14,29,30890.22,0.91,Evening,2,Thriller
user_1421,32,Male,West Allenburgh,Bengali,Laptop,Net Banking,True,0,2023-09-30,2025-07-21,22,23433.96,0.75,Evening,3,Drama
user_1422,54,Male,Whitehaven,Marathi,Laptop,Debit Card,False,1,2023-02-25,2025-08-13,30,28759.86,0.9,Evening,2,Drama
user_1423,59,Other,Gibsonberg,Marathi,Tablet,Credit Card,True,0,2023-10-11,2025-10-30,25,26629.5,0.69,Night,3,Thriller
user_1424,59,Female,West Larry,English,Mobile,Wallet,True,0,2023-04-09,2023-08-07,4,4260.72,0.93,Afternoon,1,Horror
user_1425,58,Male,Sarahport,English,Laptop,Debit Card,True,0,2023-07-26,2025-07-15,24,25564.32,0.6,Night,2,Thriller
user_1426,21,Female,Jessicaton,Telugu,Desktop,Net Banking,True,0,2023-08-03,2025-09-21,26,27694.68,0.77,Night,1,Horror
user_1427,23,Female,Gregorymouth,English,Tablet,Credit Card,True,1,2023-04-25,2023-10-22,6,5751.97,0.87,Night,3,Comedy
user_1428,29,Male,Brownshire,Hindi,Mobile,Debit Card,True,0,2022-06-08,2024-04-28,23,24499.14,0.46,Evening,2,Romance
user_1429,56,Male,Mcdowellshire,Spanish,Laptop,Credit Card,True,0,2023-11-28,2024-08-24,9,9586.62,0.97,Night,1,Horror
user_1430,59,Male,South Brianfurt,Telugu,Laptop,Net Banking,True,0,2022-08-03,2023-05-30,10,10651.8,0.95,Evening,3,Action
user_1431,44,Male,West Meghanmouth,Telugu,Smart TV,Wallet,True,0,2023-07-09,2024-11-30,17,18108.06,0.59,Morning,1,Romance
user_1432,59,Male,East Tracy,Tamil,Tablet,UPI,True,0,2024-01-28,2025-06-21,17,18108.06,0.7,Night,4,Drama
user_1433,47,Male,South Elizabethchester,Hindi,Laptop,UPI,True,2,2023-08-13,2026-04-29,33,31635.85,0.43,Evening,3,Horror
user_1434,44,Female,Port Davidmouth,Hindi,Tablet,Net Banking,True,0,2023-10-14,2025-10-03,24,25564.32,0.72,Evening,4,Romance
user_1435,28,Male,Davidside,Hindi,Tablet,UPI,True,0,2023-10-02,2025-04-24,19,20238.42,0.82,Night,3,Action
user_1436,55,Male,Nicolasland,English,Smart TV,Net Banking,True,0,2023-03-21,2023-07-19,4,4260.72,0.46,Afternoon,1,Comedy
user_1437,41,Female,Andrewfurt,Tamil,Mobile,Net Banking,True,0,2024-02-22,2026-06-11,28,29825.04,0.52,Night,1,Drama
user_1438,18,Male,Baileychester,Telugu,Desktop,Debit Card,False,0,2024-02-28,2025-10-20,20,21303.6,0.86,Afternoon,1,Comedy
user_1439,65,Male,North Christine,Tamil,Tablet,UPI,True,0,2022-11-05,2025-02-22,28,29825.04,0.94,Evening,3,Drama
user_1440,60,Female,Palmerborough,Telugu,Desktop,UPI,True,0,2023-07-29,2024-09-21,14,14912.52,0.98,Night,4,Action
user_1441,20,Female,Robertbury,Spanish,Mobile,Credit Card,True,0,2024-03-10,2025-06-03,15,15977.7,0.67,Evening,2,Thriller
user_1442,23,Female,New Douglas,Bengali,Mobile,UPI,True,0,2022-12-07,2024-01-31,14,14912.52,0.98,Afternoon,3,Drama
user_1443,35,Male,Smithshire,Spanish,Laptop,Credit Card,True,0,2022-08-28,2023-08-23,12,12782.16,0.71,Evening,3,Thriller
user_1444,59,Female,Kevinberg,Hindi,Tablet,Credit Card,True,0,2023-01-19,2024-01-14,12,12782.16,0.67,Night,2,Drama
user_1445,61,Female,Jonesfurt,Hindi,Smart TV,Wallet,True,1,2022-06-10,2024-11-26,30,28759.86,0.52,Evening,4,Romance
user_1446,49,Female,Martinezfort,Hindi,Tablet,Net Banking,True,0,2022-12-29,2025-01-17,25,26629.5,0.52,Night,1,Thriller
user_1447,61,Male,Huntermouth,Bengali,Laptop,Debit Card,True,0,2023-06-25,2025-08-13,26,27694.68,0.92,Night,2,Comedy
user_1448,37,Female,Markbury,English,Desktop,UPI,True,1,2023-09-25,2026-04-12,31,29718.52,0.42,Evening,4,Comedy
user_1449,27,Female,Shortport,English,Smart TV,Credit Card,True,0,2022-05-16,2022-06-15,1,1065.18,0.67,Evening,4,Drama
user_1450,54,Other,Hernandezview,Tamil,Laptop,Net Banking,True,1,2023-05-13,2025-10-29,30,28759.86,0.93,Evening,1,Comedy
user_1451,49,Female,Garyborough,Hindi,Desktop,UPI,True,0,2023-01-03,2024-01-28,13,13847.34,0.42,Night,2,Romance
user_1452,40,Female,Lorimouth,Telugu,Desktop,Debit Card,True,0,2024-01-20,2024-06-18,5,5325.9,0.98,Night,3,Romance
user_1453,64,Female,Lewisstad,Hindi,Laptop,Credit Card,True,1,2024-01-09,2024-02-08,1,958.66,0.45,Evening,1,Documentary
user_1454,41,Male,New Victoriahaven,English,Tablet,Wallet,True,0,2023-09-19,2026-02-05,29,30890.22,0.88,Evening,4,Comedy
user_1455,64,Other,East Anthonyshire,Spanish,Desktop,Credit Card,True,0,2023-12-24,2024-02-22,2,2130.36,0.48,Evening,2,Comedy
user_1456,63,Male,Austinton,English,Mobile,UPI,True,0,2024-01-19,2024-10-15,9,9586.62,0.62,Evening,3,Sci-Fi
user_1457,62,Female,South Samantha,Bengali,Laptop,UPI,False,0,2023-09-09,2026-01-26,29,30890.22,0.57,Afternoon,1,Action
user_1458,22,Female,New Jamesville,Telugu,Smart TV,Credit Card,True,0,2023-03-10,2023-05-09,2,2130.36,0.96,Evening,2,Drama
user_1459,18,Female,Cindyburgh,English,Tablet,Net Banking,True,0,2023-09-21,2026-06-07,33,35150.94,0.57,Morning,2,Sci-Fi
user_1460,21,Male,Guystad,Tamil,Smart TV,UPI,False,0,2023-07-25,2026-04-10,33,35150.94,0.77,Evening,3,Action
user_1461,22,Female,South Biancaville,Bengali,Desktop,Wallet,True,0,2022-05-24,2024-09-10,28,29825.04,0.64,Evening,3,Horror
user_1462,58,Male,South Briannaborough,Marathi,Laptop,Wallet,True,1,2024-04-29,2024-12-25,8,7669.3,0.93,Morning,3,Drama
user_1463,33,Female,North Dylan,English,Mobile,UPI,True,1,2022-09-22,2023-01-20,4,3834.65,0.88,Afternoon,1,Romance
user_1464,56,Male,Zamorashire,Telugu,Mobile,Credit Card,True,0,2023-01-21,2023-04-21,3,3195.54,0.71,Morning,1,Drama
user_1465,58,Female,Hurleyfurt,Tamil,Mobile,Wallet,True,0,2023-08-12,2024-05-08,9,9586.62,0.54,Night,4,Comedy
user_1466,52,Female,Juliaborough,Telugu,Smart TV,Debit Card,True,0,2023-10-29,2025-08-19,22,23433.96,0.52,Evening,2,Drama
user_1467,52,Male,South Richardtown,Hindi,Mobile,Debit Card,True,0,2024-03-10,2026-05-29,27,28759.86,0.95,Evening,4,Drama
user_1468,52,Male,South Deborahmouth,English,Laptop,UPI,True,0,2024-02-21,2026-04-11,26,27694.68,0.77,Night,3,Drama
user_1469,21,Female,West Elizabethfort,English,Laptop,Wallet,False,0,2024-02-01,2024-12-27,11,11716.98,0.81,Afternoon,4,Thriller
user_1470,45,Female,Peterberg,Spanish,Laptop,Wallet,True,0,2023-09-18,2026-08-03,35,37281.3,0.61,Evening,4,Sci-Fi
user_1471,38,Female,Grantfurt,Spanish,Tablet,UPI,True,1,2022-05-21,2024-07-09,26,24925.21,0.75,Night,2,Thriller
user_1472,20,Male,South Leslieborough,Bengali,Desktop,Wallet,True,0,2023-09-17,2024-12-10,15,15977.7,0.45,Night,2,Comedy
user_1473,41,Male,West Stephen,Spanish,Tablet,Debit Card,True,0,2023-10-10,2024-09-04,11,11716.98,0.87,Night,4,Comedy
user_1474,28,Male,Diazberg,English,Smart TV,Net Banking,True,0,2023-09-13,2025-08-03,23,24499.14,0.97,Night,4,Action
user_1475,51,Male,North Robinbury,Tamil,Laptop,Wallet,False,1,2024-05-11,2025-03-07,10,9586.62,0.78,Night,4,Action
user_1476,68,Female,New Steve,Tamil,Tablet,UPI,False,0,2023-12-03,2025-04-26,17,18108.06,0.47,Evening,3,Thriller
user_1477,18,Female,Port Debrastad,Telugu,Desktop,Wallet,True,0,2022-11-05,2025-06-22,32,34085.76,0.98,Evening,2,Horror
user_1478,64,Male,New Laura,Hindi,Laptop,Net Banking,True,1,2023-06-16,2025-08-04,26,24925.21,0.9,Evening,3,Romance
user_1479,35,Female,Chavezmouth,Telugu,Smart TV,Wallet,True,0,2023-09-05,2024-07-31,11,11716.98,0.86,Night,1,Romance
user_1480,61,Male,New Daniel,Hindi,Desktop,Net Banking,True,0,2022-09-30,2023-05-28,8,8521.44,0.84,Night,4,Horror
user_1481,34,Male,Sharonville,Marathi,Mobile,Wallet,False,0,2023-12-25,2026-02-12,26,27694.68,0.84,Evening,2,Horror
user_1482,69,Female,Lindsayfort,Tamil,Mobile,Credit Card,True,1,2023-05-30,2024-02-24,9,8627.96,0.61,Evening,4,Documentary
user_1483,35,Female,Diazport,Hindi,Mobile,Net Banking,False,0,2023-03-26,2024-12-15,21,22368.78,0.64,Night,4,Romance
user_1484,19,Male,Alexisberg,Marathi,Smart TV,Wallet,True,0,2023-11-15,2025-08-06,21,22368.78,0.59,Night,2,Action
user_1485,22,Male,Port Heatherburgh,Spanish,Smart TV,Debit Card,True,0,2022-12-15,2023-04-14,4,4260.72,0.5,Night,3,Drama
user_1486,54,Female,Roychester,Bengali,Tablet,Credit Card,False,0,2023-04-03,2025-10-19,31,33020.58,0.69,Afternoon,2,Romance
user_1487,55,Female,West Kim,Marathi,Smart TV,Wallet,True,0,2022-08-23,2024-06-13,22,23433.96,0.58,Evening,4,Romance
user_1488,58,Female,Amandamouth,Telugu,Laptop,Wallet,True,0,2023-03-05,2024-10-25,20,21303.6,0.56,Evening,3,Horror
user_1489,48,Male,Danielberg,Spanish,Mobile,Wallet,True,0,2024-03-06,2025-11-26,21,22368.78,0.52,Night,4,Horror
user_1490,48,Male,New Steven,Spanish,Desktop,Wallet,True,0,2024-04-16,2026-06-05,26,27694.68,0.77,Night,4,Drama
user_1491,33,Male,New Rachelfurt,English,Mobile,Net Banking,True,0,2023-08-24,2024-01-21,5,5325.9,0.68,Night,3,Sci-Fi
user_1492,53,Other,Kelseyview,English,Smart TV,UPI,True,0,2022-09-22,2023-08-18,11,11716.98,0.63,Night,2,Thriller
user_1493,35,Male,Lake Gregoryville,Telugu,Mobile,Debit Card,False,0,2023-08-02,2024-11-24,16,17042.88,0.78,Evening,2,Drama
user_1494,64,Female,New Amberland,Marathi,Mobile,Debit Card,True,0,2023-12-10,2024-05-08,5,5325.9,0.91,Evening,3,Drama
user_1495,49,Female,New Stevenfurt,Tamil,Laptop,Wallet,True,0,2024-04-05,2026-05-25,26,27694.68,0.67,Night,3,Drama
user_1496,45,Female,Danielton,Spanish,Mobile,Net Banking,True,0,2023-10-20,2024-08-15,10,10651.8,0.89,Night,2,Comedy
user_1497,64,Male,Bruceland,Tamil,Tablet,UPI,True,0,2022-05-26,2022-11-22,6,6391.08,0.57,Night,3,Action
user_1498,39,Female,Russellstad,Marathi,Laptop,Wallet,True,2,2023-05-30,2026-03-15,34,32594.51,0.59,Night,2,Comedy
user_1499,27,Male,Collinsside,Spanish,Desktop,Debit Card,True,0,2022-07-24,2023-02-19,7,7456.26,0.99,Night,1,Horror
user_1500,24,Male,Karenland,Hindi,Tablet,Debit Card,True,0,2023-10-15,2025-02-06,16,17042.88,0.87,Night,4,Horror
user_1501,61,Male,East David,Tamil,Smart TV,Debit Card,True,0,2022-11-07,2024-09-27,23,24499.14,0.4,Evening,3,Romance
user_1502,55,Female,South Kaylamouth,Tamil,Mobile,Net Banking,True,0,2023-12-26,2024-03-25,3,3195.54,0.48,Evening,3,Horror
user_1503,27,Female,East Edwin,Tamil,Desktop,Debit Card,True,0,2022-12-29,2024-10-19,22,23433.96,0.78,Evening,2,Romance
user_1504,48,Female,Watkinsbury,Telugu,Tablet,Debit Card,True,0,2023-09-27,2026-07-13,34,36216.12,0.5,Night,2,Drama
user_1505,51,Other,Jenkinsfort,Spanish,Tablet,Credit Card,True,0,2023-10-18,2023-12-17,2,2130.36,0.5,Evening,4,Thriller
user_1506,64,Female,South Bethany,Marathi,Mobile,Net Banking,True,0,2023-04-11,2024-12-01,20,21303.6,0.86,Evening,4,Horror
user_1507,31,Female,Lake Scott,Spanish,Laptop,Wallet,True,0,2022-07-20,2025-05-05,34,36216.12,0.98,Night,2,Horror
user_1508,55,Female,New Rebecca,Tamil,Desktop,Debit Card,False,1,2023-10-14,2024-04-11,6,5751.97,0.8,Evening,3,Comedy
user_1509,63,Male,Laurietown,Hindi,Laptop,UPI,True,0,2023-08-09,2023-11-07,3,3195.54,0.9,Night,3,Horror
user_1510,67,Other,Omartown,Tamil,Desktop,Debit Card,True,0,2023-09-23,2025-10-12,25,26629.5,0.68,Evening,1,Romance
user_1511,37,Female,Annaberg,Marathi,Tablet,Wallet,True,0,2023-02-06,2024-02-01,12,12782.16,0.5,Evening,4,Sci-Fi
user_1512,28,Female,East Seanview,Bengali,Laptop,Credit Card,True,0,2022-11-09,2023-10-05,11,11716.98,0.74,Night,3,Action
user_1513,46,Male,West Lauren,Bengali,Laptop,UPI,True,0,2023-01-24,2025-01-13,24,25564.32,0.85,Evening,3,Documentary
user_1514,21,Male,Jonathanborough,Telugu,Mobile,Net Banking,True,0,2022-09-09,2023-04-07,7,7456.26,0.41,Evening,2,Thriller
user_1515,57,Female,Nicoleborough,Bengali,Smart TV,Credit Card,False,0,2022-08-30,2024-02-21,18,19173.24,0.6,Night,2,Horror
user_1516,42,Male,South Victorland,Tamil,Desktop,Debit Card,True,1,2024-03-27,2026-03-17,24,23007.89,0.68,Night,2,Romance
user_1517,39,Female,Lake Alexanderport,Tamil,Mobile,Wallet,True,0,2024-01-06,2024-06-04,5,5325.9,0.57,Evening,2,Thriller
user_1518,56,Male,New Sherry,Marathi,Desktop,Debit Card,True,0,2022-12-05,2023-07-03,7,7456.26,0.6,Night,3,Drama
user_1519,25,Female,New Jeremymouth,Telugu,Laptop,Debit Card,True,0,2023-10-10,2026-08-25,35,37281.3,0.41,Evening,3,Romance
user_1520,50,Female,Christinamouth,Spanish,Desktop,Wallet,True,0,2023-06-01,2026-01-16,32,34085.76,0.43,Afternoon,4,Horror
user_1521,22,Male,New Brandimouth,Tamil,Desktop,Wallet,True,1,2023-04-07,2024-02-01,10,9586.62,0.59,Night,3,Action
user_1522,29,Female,Lake Donaldton,Telugu,Desktop,Debit Card,True,1,2022-08-29,2022-12-27,4,3834.65,0.86,Night,3,Comedy
user_1523,46,Male,Tonyaton,Hindi,Mobile,Debit Card,True,0,2022-05-26,2023-02-20,9,9586.62,0.73,Evening,1,Thriller
user_1524,56,Male,Phillipschester,Hindi,Mobile,Debit Card,True,1,2022-07-22,2024-11-08,28,26842.54,0.65,Evening,4,Horror
user_1525,32,Female,Teresaville,Spanish,Smart TV,Credit Card,True,1,2023-09-04,2025-04-26,20,19173.24,0.84,Afternoon,4,Thriller
user_1526,45,Male,Lake Valerie,Hindi,Desktop,Wallet,False,0,2023-11-21,2026-05-09,30,31955.4,0.97,Night,2,Action
user_1527,29,Female,Shawnberg,Hindi,Desktop,Wallet,True,0,2023-06-05,2024-07-29,14,14912.52,0.84,Night,2,Comedy
user_1528,31,Female,Lake Danielburgh,Telugu,Tablet,UPI,True,0,2023-12-21,2026-04-09,28,29825.04,0.92,Night,1,Thriller
user_1529,58,Female,New Jeffrey,Spanish,Desktop,Wallet,True,0,2023-09-18,2024-02-15,5,5325.9,0.44,Evening,2,Documentary
user_1530,26,Male,East Michaelmouth,Tamil,Mobile,Net Banking,True,0,2024-01-15,2026-10-31,34,36216.12,0.6,Evening,2,Horror
user_1531,50,Male,Francoton,English,Laptop,Credit Card,True,0,2023-06-21,2024-12-12,18,19173.24,0.52,Night,4,Comedy
user_1532,46,Female,West Leslieside,Spanish,Mobile,UPI,True,0,2023-07-26,2025-05-16,22,23433.96,0.54,Evening,4,Thriller
user_1533,30,Female,Lake Vickifort,Tamil,Mobile,Wallet,True,0,2022-08-24,2024-01-16,17,18108.06,0.65,Afternoon,4,Thriller
user_1534,21,Male,Spearsport,Telugu,Mobile,Wallet,True,0,2024-05-01,2024-09-28,5,5325.9,0.64,Night,2,Drama
user_1535,62,Female,Murraychester,Tamil,Mobile,Credit Card,True,1,2023-01-10,2024-06-03,17,16297.25,0.75,Evening,1,Drama
user_1536,38,Female,East Austinberg,Bengali,Smart TV,Wallet,True,0,2024-04-22,2025-06-16,14,14912.52,0.78,Afternoon,3,Comedy
user_1537,49,Female,Megantown,Spanish,Smart TV,Net Banking,True,0,2022-11-12,2023-06-10,7,7456.26,0.66,Evening,3,Horror
user_1538,62,Female,Waltertown,Marathi,Mobile,Debit Card,True,0,2024-04-07,2026-12-23,33,35150.94,0.73,Night,4,Romance
user_1539,27,Male,Martintown,Bengali,Desktop,UPI,True,0,2022-10-05,2024-10-24,25,26629.5,0.67,Evening,2,Thriller
user_1540,68,Male,Patriciaside,Spanish,Desktop,Net Banking,True,0,2023-09-11,2025-12-29,28,29825.04,0.44,Evening,3,Sci-Fi
user_1541,45,Male,Harmonburgh,Tamil,Laptop,Debit Card,False,0,2023-08-16,2025-01-07,17,18108.06,0.57,Night,3,Romance
user_1542,68,Male,Washingtonhaven,Spanish,Tablet,UPI,True,0,2024-03-23,2025-07-16,16,17042.88,0.9,Evening,3,Comedy
user_1543,47,Female,South Angela,English,Desktop,Net Banking,False,1,2022-08-13,2023-06-09,10,9586.62,0.92,Evening,1,Thriller
user_1544,28,Female,Williamsbury,Hindi,Desktop,Wallet,True,0,2023-04-28,2024-09-19,17,18108.06,0.89,Evening,2,Romance
user_1545,34,Male,New Desiree,Bengali,Laptop,Debit Card,True,0,2023-03-06,2023-10-02,7,7456.26,0.8,Night,1,Drama
